uncertainty_id,page_id,year,document_id,document_page_number,text,source_json_path
uncertainty:2019-2:0190:034,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":33}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:035,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":34}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:036,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":35}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:037,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":36}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:038,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":37}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:039,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":38}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:040,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":39}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:041,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":40}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:042,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":41}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:043,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":42}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:044,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":43}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:045,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":44}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:046,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":45}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:047,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":46}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:048,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":47}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:049,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":48}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:050,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":49}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:051,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":50}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:052,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":51}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:053,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":52}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:054,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":53}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:055,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":54}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:056,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":55}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:057,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":56}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:058,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":57}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0190:059,page:2019-2:0190,2019,2019-2,190,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":58}",docs/2019-2/text/page-190.json
uncertainty:2019-2:0191:001,page:2019-2:0191,2019,2019-2,191,"{""field"":""text"",""note"":""group header smeared; year could be 1995"",""read"":""Ritu Ahuja 1994 Trust"",""row"":0}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0191:002,page:2019-2:0191,2019,2019-2,191,"{""field"":""asset_name"",""note"":""option-contract rows are degraded; strikes/expiration dates read from enlarged crop and may contain digit errors"",""row"":1}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0191:003,page:2019-2:0191,2019,2019-2,191,"{""field"":""tx_type"",""note"":""P/PS/FS marks in option rows are close together and faint; sale versus partial-sale is best-effort by column alignment"",""row"":1}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0191:004,page:2019-2:0191,2019,2019-2,191,"{""field"":""asset_name"",""note"":""municipal bond description largely illegible in scan"",""read"":""WISCONSIN CITY OHIO HOSP REV 09/??/?? 11/15/?? ACA-P7"",""row"":30}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0191:005,page:2019-2:0191,2019,2019-2,191,"{""field"":""amount"",""note"":""larger bucket mark visible but exact column could be adjacent due scan skew"",""read"":""$250,001-$500,000"",""row"":30}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0191:006,page:2019-2:0191,2019,2019-2,191,"{""field"":""amount"",""note"":""equity rows mostly read from left-page alignment; amount/capital-gain columns degraded, best-effort"",""row"":31}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0191:007,page:2019-2:0191,2019,2019-2,191,"{""field"":""asset_name"",""note"":""class suffix faint"",""read"":""INCYTE CORPORATION CMN CLASS A"",""row"":43}",docs/2019-2/text/page-191.json
uncertainty:2019-2:0192:001,page:2019-2:0192,2019,2019-2,192,"{""field"":""text"",""note"":""group header is degraded; year could be 1995"",""read"":""Ritu Ahuja 1994 Trust"",""row"":0}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:002,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""date column is not reliably legible row-by-row in the degraded scan; asset-name inventory preserved from enlarged image crop"",""read"":null,""row"":1}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:003,page:2019-2:0192,2019,2019-2,192,"{""field"":""tx_type"",""note"":""P/PS/FS column marks are degraded; most rows appear to be sale/partial-sale transactions, encoded as Partial Sale pending row-level review"",""read"":""Partial Sale"",""row"":1}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:004,page:2019-2:0192,2019,2019-2,192,"{""field"":""amount"",""note"":""amount marks generally align with column A, but row-level exceptions may exist; best-effort default used"",""read"":""$1,001-$15,000"",""row"":1}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:005,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""capital-gain checkmarks are too faint/ambiguous to resolve consistently"",""read"":null,""row"":1}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:006,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":2}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:007,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":2}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:008,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":3}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:009,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":3}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:010,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":4}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:011,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":4}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:012,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":5}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:013,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":5}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:014,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":6}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:015,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":6}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:016,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":7}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:017,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":7}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:018,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":8}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:019,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":8}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:020,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":9}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:021,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":9}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:022,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":10}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:023,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":10}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:024,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":11}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:025,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":11}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:026,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":12}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:027,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":12}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:028,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":13}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:029,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":13}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:030,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":14}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:031,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":14}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:032,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":15}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:033,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":15}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:034,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":16}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:035,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":16}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:036,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":17}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:037,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":17}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:038,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":18}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:039,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":18}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:040,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":19}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:041,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":19}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:042,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":20}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:043,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":20}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:044,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":21}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:045,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":21}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:046,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":22}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:047,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":22}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:048,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":23}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:049,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":23}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:050,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":24}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:051,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":24}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:052,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":25}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:053,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":25}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:054,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":26}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:055,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":26}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:056,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":27}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:057,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":27}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:058,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":28}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:059,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":28}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:060,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":29}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:061,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":29}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:062,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":30}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:063,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":30}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:064,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":31}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:065,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":31}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:066,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":32}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:067,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":32}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:068,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":33}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:069,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":33}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:070,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":34}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:071,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":34}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:072,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":35}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:073,page:2019-2:0192,2019,2019-2,192,"{""field"":""cap_gain_over_200"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":false,""row"":35}",docs/2019-2/text/page-192.json
uncertainty:2019-2:0192:074,page:2019-2:0192,2019,2019-2,192,"{""field"":""date"",""note"":""Audit repair: source scan/transcription did not provide a reliable value; retained as explicit uncertainty rather than guessing."",""read"":""[UNKNOWN]"",""row"":36}",docs/2019-2/text/page-192.json
